id,full_name,MaleFemale,age,region,salary,commission,total_compensation,month,employee_type
N-1037,Javier Rodriguez,Femenino,21,Tamaulipas,10059.68,5803.31,15862.990000000002,Noviembre,Tiempo Completo
N-1038,Miguel Martinez,Femenino,58,Guerrero,7182.52,4158.85,11341.37,Noviembre,Becario
N-1039,Sofia Martinez,Masculino,40,Veracruz,24295.84,2444.42,26740.260000000002,Noviembre,Becario
N-1040,Mariana Rodriguez,Femenino,23,Tamaulipas,18160.85,4157.28,22318.129999999997,Noviembre,Por Hora
N-1041,Carlos Hernandez,Femenino,44,Jalisco,6331.76,5042.03,11373.79,Noviembre,Becario
N-1042,Carlos Sanchez,Femenino,65,Puebla,17106.71,6117.44,23224.149999999998,Noviembre,Tiempo Completo
N-1043,Carlos Martinez,Masculino,43,Guerrero,23486.54,4237.05,27723.59,Noviembre,Becario
N-1044,Sofia Martinez,Femenino,57,Tamaulipas,21325.58,6783.73,28109.31,Noviembre,Por Hora
N-1045,Rodrigo Flores,Femenino,45,Chihuahua,14195.83,1909.12,16104.95,Noviembre,Por Hora
N-1046,Maria Sanchez,Masculino,18,Tamaulipas,14027.82,4862.21,18890.03,Noviembre,Tiempo Completo
N-1047,Sofia Sanchez,Masculino,42,Puebla,7957.07,4746.39,12703.46,Noviembre,Por Hora
N-1048,Sofia Martinez,Masculino,30,Nuevo León,9156.46,1721.79,10878.25,Noviembre,Por Hora
N-1049,Mariana Ramirez,Femenino,50,Jalisco,23989.86,9054.72,33044.58,Noviembre,Por Hora
N-1050,Claudia Hernandez,Masculino,40,Nuevo León,24200.65,8726.76,32927.41,Noviembre,Becario
N-1051,Rodrigo Perez,Masculino,50,Michoacán,17693.41,8556.94,26250.35,Noviembre,Becario
N-1052,Sofia Garcia,Masculino,50,Ciudad de México,8436.41,4856.77,13293.18,Noviembre,Por Hora
N-1053,Rodrigo Sanchez,Masculino,34,Ciudad de México,19579.79,8030.59,27610.38,Noviembre,Becario
N-1054,Claudia Flores,Masculino,28,Ciudad de México,14359.67,5177.4,19537.07,Noviembre,Por Hora
N-1055,Miguel Gonzalez,Masculino,30,Guerrero,8773.2,2448.88,11222.080000000002,Noviembre,Por Hora
N-1056,Alejandro Sanchez,Masculino,30,Jalisco,22629.26,1187.9,23817.16,Noviembre,Por Hora
N-1057,Claudia Martinez,Femenino,59,Nuevo León,8578.61,1186.39,9765.0,Noviembre,Becario
N-1058,Claudia Flores,Femenino,21,Jalisco,22629.41,9494.17,32123.58,Noviembre,Por Hora
N-1059,Maria Martinez,Masculino,50,Ciudad de México,11832.49,8968.33,20800.82,Noviembre,Becario
N-1060,Maria Flores,Masculino,64,Chihuahua,13292.47,5207.06,18499.53,Noviembre,Becario
N-1061,Mariana Hernandez,Masculino,40,Puebla,13758.27,1707.55,15465.82,Noviembre,Por Hora
N-1062,Daniela Lopez,Masculino,47,Veracruz,15327.97,9516.39,24844.36,Noviembre,Tiempo Completo
N-1063,Maria Flores,Masculino,53,Jalisco,21668.11,5497.58,27165.690000000002,Noviembre,Tiempo Completo
N-1064,Maria Rodriguez,Femenino,54,Jalisco,10693.79,2561.3,13255.09,Noviembre,Tiempo Completo
N-1065,Carlos Perez,Masculino,29,Sonora,11883.16,3722.3,15605.46,Noviembre,Becario
N-1066,Rodrigo Ramirez,Masculino,42,Guerrero,17209.94,3678.59,20888.53,Noviembre,Tiempo Completo
N-1067,Alejandro Rodriguez,Masculino,32,Chihuahua,14213.7,5617.68,19831.38,Noviembre,Becario
N-1068,Carlos Ramirez,Masculino,29,Guerrero,21389.09,4344.92,25734.010000000002,Noviembre,Becario
N-1069,Rodrigo Sanchez,Femenino,49,Tamaulipas,7337.26,7110.13,14447.39,Noviembre,Por Hora
N-1070,Miguel Ramirez,Masculino,47,Guerrero,22350.81,4125.63,26476.440000000002,Noviembre,Tiempo Completo
N-1071,Maria Ramirez,Masculino,65,Chihuahua,8064.37,7168.31,15232.68,Noviembre,Becario
N-1072,Rodrigo Hernandez,Masculino,32,Veracruz,23199.2,222.78,23421.98,Noviembre,Por Hora
N-1073,Javier Hernandez,Masculino,33,Tamaulipas,8253.43,1647.71,9901.14,Noviembre,Por Hora
N-1074,Mariana Perez,Masculino,62,Michoacán,10734.58,5396.18,16130.76,Noviembre,Por Hora
N-1075,Rodrigo Hernandez,Masculino,62,Sonora,18892.85,2239.52,21132.37,Noviembre,Por Hora
N-1076,Javier Sanchez,Femenino,23,Sonora,14849.38,7481.28,22330.66,Noviembre,Por Hora
N-1077,Javier Gonzalez,Masculino,47,Veracruz,23282.11,3483.61,26765.72,Noviembre,Por Hora
N-1078,Claudia Flores,Femenino,39,Michoacán,24973.51,7804.48,32777.99,Noviembre,Por Hora
N-1079,Sofia Ramirez,Femenino,49,Nuevo León,24603.43,3100.2,27703.63,Noviembre,Por Hora
N-1080,Rodrigo Martinez,Femenino,37,Puebla,21305.62,438.02,21743.64,Noviembre,Becario
N-1081,Daniela Hernandez,Masculino,31,Michoacán,20790.0,935.63,21725.63,Noviembre,Becario
N-1082,Daniela Flores,Masculino,43,Sonora,24868.93,9062.02,33930.95,Noviembre,Tiempo Completo
N-1083,Carlos Sanchez,Masculino,29,Jalisco,11273.97,664.58,11938.55,Noviembre,Tiempo Completo
N-1084,Maria Sanchez,Femenino,53,Tamaulipas,6453.89,8068.01,14521.900000000001,Noviembre,Becario
N-1085,Sofia Martinez,Masculino,37,Nuevo León,24333.17,6439.12,30772.289999999997,Noviembre,Tiempo Completo
N-1086,Alejandro Ramirez,Masculino,28,Chihuahua,5958.09,270.83,6228.92,Noviembre,Por Hora
N-1087,Mariana Hernandez,Masculino,36,Nuevo León,6600.48,4697.77,11298.25,Noviembre,Tiempo Completo
N-1088,Javier Ramirez,Masculino,26,Nuevo León,15312.67,3170.11,18482.78,Noviembre,Becario
N-1089,Miguel Hernandez,Femenino,62,Veracruz,18000.22,1236.69,19236.91,Noviembre,Tiempo Completo
N-1090,Carlos Ramirez,Masculino,65,Sonora,21585.69,3854.0,25439.69,Noviembre,Por Hora
N-1091,Miguel Martinez,Masculino,26,Tamaulipas,21657.59,1713.84,23371.43,Noviembre,Becario
N-1092,Sofia Gonzalez,Masculino,56,Nuevo León,17272.87,9759.02,27031.89,Noviembre,Tiempo Completo
N-1093,Maria Hernandez,Femenino,58,Ciudad de México,7578.25,1533.4,9111.65,Noviembre,Por Hora
N-1094,Daniela Perez,Femenino,27,Michoacán,14552.3,3985.96,18538.26,Noviembre,Becario
N-1095,Claudia Ramirez,Femenino,49,Ciudad de México,14280.06,7856.04,22136.1,Noviembre,Tiempo Completo
N-1096,Maria Lopez,Femenino,59,Nuevo León,16324.81,9344.99,25669.8,Noviembre,Por Hora
N-1097,Claudia Garcia,Masculino,41,Michoacán,5050.82,2434.64,7485.459999999999,Noviembre,Por Hora
N-1098,Miguel Lopez,Femenino,48,Jalisco,11828.2,265.63,12093.83,Noviembre,Becario
N-1099,Claudia Martinez,Masculino,48,Puebla,8395.56,6096.11,14491.669999999998,Noviembre,Por Hora
N-1100,Alejandro Martinez,Femenino,65,Chihuahua,9558.65,7566.91,17125.559999999998,Noviembre,Por Hora
N-1101,Javier Gonzalez,Masculino,52,Ciudad de México,23062.6,4715.54,27778.14,Diciembre,Tiempo Completo
N-1102,Miguel Garcia,Femenino,26,Guerrero,18487.4,7417.89,25905.29,Diciembre,Por Hora
N-1103,Miguel Perez,Masculino,22,Jalisco,6327.74,7978.79,14306.529999999999,Diciembre,Becario
N-1104,Mariana Flores,Masculino,18,Guerrero,21639.29,7038.67,28677.96,Diciembre,Becario
N-1105,Claudia Flores,Femenino,57,Jalisco,13087.8,8872.81,21960.61,Diciembre,Por Hora
N-1106,Carlos Gonzalez,Masculino,44,Jalisco,12847.61,9932.57,22780.18,Diciembre,Por Hora
N-1107,Miguel Rodriguez,Masculino,60,Chihuahua,14546.39,3943.19,18489.579999999998,Diciembre,Becario
N-1108,Sofia Flores,Femenino,38,Tamaulipas,11056.45,6397.09,17453.54,Diciembre,Becario
N-1109,Mariana Ramirez,Masculino,27,Guerrero,19032.86,8261.5,27294.36,Diciembre,Tiempo Completo
N-1110,Claudia Lopez,Femenino,59,Tamaulipas,5170.65,5713.95,10884.599999999999,Diciembre,Becario
N-1111,Miguel Martinez,Femenino,51,Sonora,8295.79,2878.35,11174.140000000001,Diciembre,Tiempo Completo
N-1112,Claudia Ramirez,Femenino,44,Veracruz,21357.66,5276.72,26634.38,Diciembre,Becario
N-1113,Rodrigo Hernandez,Femenino,47,Chihuahua,19147.33,9828.8,28976.13,Diciembre,Tiempo Completo
N-1114,Sofia Rodriguez,Femenino,41,Puebla,11915.52,5651.25,17566.77,Diciembre,Por Hora
N-1115,Alejandro Rodriguez,Femenino,63,Michoacán,23717.47,7997.05,31714.52,Diciembre,Tiempo Completo
N-1116,Javier Rodriguez,Masculino,50,Nuevo León,14425.25,9847.67,24272.92,Diciembre,Tiempo Completo
N-1117,Claudia Rodriguez,Masculino,36,Tamaulipas,17445.83,2602.81,20048.640000000003,Diciembre,Tiempo Completo
N-1118,Mariana Gonzalez,Masculino,63,Tamaulipas,7513.78,5027.08,12540.86,Diciembre,Becario
N-1119,Daniela Lopez,Masculino,45,Tamaulipas,17572.14,6084.15,23656.29,Diciembre,Por Hora
N-1120,Javier Hernandez,Masculino,55,Ciudad de México,9025.03,2789.06,11814.09,Diciembre,Tiempo Completo
N-1121,Javier Ramirez,Masculino,39,Chihuahua,22843.11,4675.01,27518.120000000003,Diciembre,Tiempo Completo
N-1122,Sofia Rodriguez,Masculino,31,Michoacán,18538.38,2795.48,21333.86,Diciembre,Becario
N-1123,Daniela Flores,Masculino,33,Jalisco,20006.06,89.21,20095.27,Diciembre,Tiempo Completo
N-1124,Claudia Flores,Masculino,28,Sonora,13987.27,7887.18,21874.45,Diciembre,Tiempo Completo
N-1125,Claudia Sanchez,Femenino,58,Sonora,13598.5,597.24,14195.74,Diciembre,Tiempo Completo
N-1126,Sofia Perez,Femenino,50,Ciudad de México,11954.89,2691.79,14646.68,Diciembre,Becario
N-1127,Mariana Garcia,Femenino,26,Jalisco,12929.54,8382.46,21312.0,Diciembre,Becario
N-1128,Rodrigo Gonzalez,Femenino,22,Puebla,8833.09,6227.8,15060.89,Diciembre,Por Hora
N-1129,Carlos Flores,Masculino,37,Sonora,22714.94,7863.85,30578.79,Diciembre,Tiempo Completo
N-1130,Miguel Rodriguez,Femenino,28,Michoacán,24968.48,4093.72,29062.2,Diciembre,Becario
N-1131,Daniela Gonzalez,Masculino,43,Guerrero,9470.94,6286.72,15757.66,Diciembre,Becario
N-1132,Rodrigo Hernandez,Femenino,54,Jalisco,10175.34,7591.12,17766.46,Diciembre,Tiempo Completo
N-1133,Sofia Sanchez,Masculino,37,Chihuahua,20035.68,9009.18,29044.86,Diciembre,Por Hora
N-1134,Sofia Lopez,Masculino,61,Guerrero,6282.37,8469.93,14752.3,Diciembre,Por Hora
N-1135,Rodrigo Gonzalez,Femenino,46,Tamaulipas,9833.0,3069.22,12902.22,Diciembre,Becario
N-1136,Rodrigo Martinez,Masculino,44,Puebla,13861.35,6340.69,20202.04,Diciembre,Becario
N-1137,Maria Perez,Femenino,27,Jalisco,21863.28,5012.39,26875.67,Diciembre,Tiempo Completo
N-1138,Javier Ramirez,Masculino,58,Tamaulipas,7551.32,3511.7,11063.02,Diciembre,Por Hora
N-1139,Maria Hernandez,Masculino,44,Puebla,22583.38,4606.34,27189.72,Diciembre,Tiempo Completo
N-1140,Claudia Lopez,Masculino,64,Puebla,20207.98,9504.09,29712.07,Diciembre,Becario
N-1141,Maria Hernandez,Masculino,57,Veracruz,23696.4,2238.2,25934.600000000002,Diciembre,Becario
N-1142,Claudia Martinez,Masculino,23,Guerrero,10616.29,2426.8,13043.09,Diciembre,Tiempo Completo
N-1143,Alejandro Ramirez,Femenino,62,Veracruz,19560.16,7992.7,27552.86,Diciembre,Tiempo Completo
N-1144,Miguel Flores,Femenino,57,Guerrero,13678.76,7265.5,20944.260000000002,Diciembre,Becario
N-1145,Daniela Perez,Masculino,32,Nuevo León,19986.75,788.8,20775.55,Diciembre,Becario
N-1146,Alejandro Flores,Femenino,48,Puebla,23517.53,7722.35,31239.879999999997,Diciembre,Por Hora
N-1147,Alejandro Martinez,Masculino,40,Nuevo León,18953.78,820.82,19774.6,Diciembre,Tiempo Completo
N-1148,Alejandro Rodriguez,Femenino,25,Jalisco,24993.52,5301.44,30294.96,Diciembre,Becario
N-1149,Mariana Hernandez,Masculino,24,Nuevo León,17708.74,5508.56,23217.300000000003,Diciembre,Becario
N-1150,Rodrigo Gonzalez,Femenino,22,Michoacán,18483.46,2486.52,20969.98,Diciembre,Por Hora
N-1151,Javier Sanchez,Masculino,24,Guerrero,12261.23,416.56,12677.789999999999,Diciembre,Tiempo Completo
N-1152,Alejandro Martinez,Femenino,62,Veracruz,10911.61,6428.04,17339.65,Diciembre,Becario
N-1153,Javier Hernandez,Femenino,30,Puebla,18412.37,4563.01,22975.379999999997,Diciembre,Becario
N-1154,Rodrigo Lopez,Femenino,53,Chihuahua,8687.58,4692.66,13380.24,Diciembre,Becario
N-1155,Javier Flores,Femenino,61,Sonora,16137.06,7964.04,24101.1,Diciembre,Por Hora
N-1156,Mariana Gonzalez,Masculino,40,Puebla,20563.79,4120.55,24684.34,Diciembre,Tiempo Completo
N-1157,Javier Sanchez,Femenino,54,Sonora,17153.91,6010.89,23164.8,Diciembre,Becario
N-1158,Sofia Ramirez,Masculino,37,Tamaulipas,14443.56,7378.55,21822.11,Diciembre,Tiempo Completo
N-1159,Mariana Hernandez,Femenino,60,Puebla,6530.2,1594.5,8124.7,Diciembre,Becario
N-1160,Carlos Ramirez,Femenino,53,Nuevo León,14657.85,3044.02,17701.87,Diciembre,Tiempo Completo
N-1161,Daniela Hernandez,Femenino,44,Ciudad de México,15340.79,4188.44,19529.23,Diciembre,Tiempo Completo
N-1162,Maria Martinez,Femenino,36,Guerrero,6402.95,1335.46,7738.41,Diciembre,Becario
N-1163,Alejandro Flores,Femenino,32,Sonora,20079.13,7686.33,27765.46,Diciembre,Becario
N-1164,Mariana Ramirez,Femenino,21,Chihuahua,8068.83,2630.88,10699.71,Diciembre,Becario
N-1165,Daniela Rodriguez,Masculino,18,Guerrero,19109.76,4943.99,24053.75,Diciembre,Por Hora
N-1166,Rodrigo Flores,Masculino,47,Nuevo León,7735.38,6574.63,14310.01,Diciembre,Becario
N-1167,Daniela Hernandez,Femenino,38,Nuevo León,14847.47,5782.78,20630.25,Diciembre,Tiempo Completo
N-1168,Maria Perez,Masculino,55,Chihuahua,16082.75,328.91,16411.66,Diciembre,Becario
N-1169,Mariana Perez,Femenino,31,Ciudad de México,10898.94,3926.14,14825.08,Diciembre,Por Hora
N-1170,Rodrigo Flores,Femenino,49,Veracruz,8162.17,1310.06,9472.23,Diciembre,Becario
N-1171,Claudia Sanchez,Femenino,43,Nuevo León,8237.31,4016.03,12253.34,Diciembre,Becario
N-1172,Mariana Rodriguez,Femenino,36,Jalisco,24809.89,7304.31,32114.2,Diciembre,Becario
N-1173,Javier Flores,Masculino,62,Chihuahua,11564.13,1967.44,13531.57,Diciembre,Tiempo Completo
N-1174,Maria Rodriguez,Masculino,18,Chihuahua,18380.73,3459.14,21839.87,Diciembre,Becario
N-1175,Maria Sanchez,Femenino,50,Veracruz,10894.37,5187.04,16081.41,Diciembre,Tiempo Completo
N-1176,Maria Perez,Masculino,41,Sonora,18464.79,8751.4,27216.190000000002,Diciembre,Por Hora
N-1177,Miguel Ramirez,Masculino,49,Tamaulipas,21623.92,8880.57,30504.489999999998,Diciembre,Becario
N-1178,Maria Gonzalez,Masculino,51,Guerrero,12771.28,4341.89,17113.170000000002,Diciembre,Tiempo Completo
N-1179,Daniela Martinez,Masculino,55,Tamaulipas,12578.82,7115.69,19694.51,Diciembre,Tiempo Completo
N-1180,Javier Ramirez,Femenino,42,Chihuahua,14732.29,6292.93,21025.22,Diciembre,Por Hora
N-1181,Mariana Garcia,Femenino,19,Ciudad de México,14244.63,8681.85,22926.48,Diciembre,Tiempo Completo
N-1182,Maria Hernandez,Masculino,57,Michoacán,19736.64,1084.98,20821.62,Diciembre,Por Hora
N-1183,Daniela Garcia,Femenino,29,Jalisco,16182.82,179.82,16362.64,Diciembre,Por Hora
N-1184,Mariana Garcia,Masculino,31,Puebla,7980.71,8671.64,16652.35,Diciembre,Por Hora
N-1185,Carlos Martinez,Masculino,51,Puebla,21561.12,9238.14,30799.26,Diciembre,Por Hora
N-1186,Mariana Ramirez,Femenino,37,Veracruz,23495.21,8107.22,31602.43,Diciembre,Becario
N-1187,Rodrigo Gonzalez,Masculino,21,Jalisco,5792.86,4485.28,10278.14,Diciembre,Tiempo Completo
N-1188,Rodrigo Gonzalez,Femenino,44,Nuevo León,5211.55,8175.19,13386.74,Diciembre,Becario
N-1189,Javier Sanchez,Femenino,32,Tamaulipas,16721.57,5795.61,22517.18,Diciembre,Becario
N-1190,Claudia Garcia,Masculino,65,Jalisco,6487.95,6214.9,12702.849999999999,Diciembre,Tiempo Completo
N-1191,Daniela Martinez,Masculino,44,Veracruz,8992.38,4231.93,13224.31,Diciembre,Tiempo Completo
N-1192,Alejandro Gonzalez,Masculino,46,Jalisco,23260.29,9213.01,32473.300000000003,Diciembre,Becario
N-1193,Javier Sanchez,Femenino,65,Jalisco,19750.71,5125.48,24876.19,Diciembre,Tiempo Completo
N-1194,Maria Ramirez,Masculino,27,Veracruz,15928.29,1345.2,17273.49,Diciembre,Tiempo Completo
N-1195,Rodrigo Hernandez,Femenino,37,Sonora,5716.89,5688.78,11405.67,Diciembre,Becario
N-1196,Javier Flores,Masculino,64,Veracruz,15454.52,3915.44,19369.96,Diciembre,Tiempo Completo
N-1197,Alejandro Garcia,Femenino,51,Michoacán,9968.26,7274.35,17242.61,Diciembre,Por Hora
N-1198,Claudia Gonzalez,Masculino,46,Ciudad de México,24407.85,7778.51,32186.36,Diciembre,Por Hora
N-1199,Daniela Lopez,Femenino,26,Michoacán,18673.81,4127.98,22801.79,Diciembre,Becario
N-1200,Maria Perez,Femenino,42,Guerrero,16288.08,5779.42,22067.5,Diciembre,Tiempo Completo
